Start Time,End Time,Sentence
"00:23:21,000","00:23:22,000",أول واحد يسويها أنا
"00:23:22,000","00:23:24,000",بس نلحق قبل ما يعتزل
"00:23:24,000","00:23:25,000",كلهم لازم نلحقهم قبل ما يعتزلوا
"00:23:26,000","00:23:28,000",طب إنت نويت الجوز إمتى يعني بالشكل دا كده على كم سنة
"00:23:28,000","00:23:30,000",الله ما يعرف إلا من ربنا يسرها
"00:23:30,000","00:23:33,000",طيب أنا عندي سؤال بقى تاني أهم بقى من الفرح خالص
"00:23:34,000","00:23:35,000",بالنسبة للهانيمون
"00:23:35,000","00:23:37,000",طبعاً إنت اللي هتدفع كل حاجة
"00:23:38,000","00:23:39,000",كل القرارات للبنت
"00:23:39,000","00:23:40,000",إنت هتقولي كل شي
"00:23:40,000","00:23:42,000",أنا قرر وإنت تدفع
"00:23:43,000","00:23:45,000",ده زي قراري كده لما سألتيني الفرح ميكس ولا
"00:23:45,000","00:23:47,000",هذا شي أصلاً منتهي من قبل اللي هيبدأ
"00:23:47,000","00:23:48,000",طب سألتني ليه
"00:23:48,000","00:23:50,000",أنا قلتلك الهانيمون حيكون
"00:23:50,000","00:23:53,000",على إنه البنت تطلب كل حاجة في الهانيمون
"00:23:53,000","00:23:55,000",هي اللي تبغى إن شاء الله لو تبقى تطلع المريخ
"00:23:55,000","00:23:57,000",صعب بس نحن نكلم إلو المسك نشوف حل معاه ولا حاجة
"00:23:57,000","00:23:59,000",مش صاحبك يعني
"00:24:01,000","00:24:03,000",إديتك رقم حلو عمات
"00:24:03,000","00:24:04,000",نفس
"00:24:04,000","00:24:06,000",عشان إنت قلت حاجة حلو
"00:24:06,000","00:24:08,000",إيه وأنا كمان نفس الشي بالضبط
"00:24:08,000","00:24:09,000",إنت قلت كل حاجة حلوة
"00:24:09,000","00:24:10,000",ربنا يخليك
"00:24:11,000","00:24:13,000",أخيراً اللي حشوفه الممثلة
"00:24:13,000","00:24:15,000",تتوقع حننزل تاني ولا لا؟
"00:24:24,000","00:24:25,000",السلام عليكم
"00:24:25,000","00:24:26,000",حتين
"00:24:26,000","00:24:27,000",حتين جيدة
"00:24:27,000","00:24:28,000",والله صعب مرة
"00:24:28,000","00:24:30,000",حتين سهل فعلاً
"00:24:30,000","00:24:31,000",وإديتني إيه بقى
"00:24:34,000","00:24:36,000",عشان إنت ما تبي تغير أي قرار في حياتك
"00:24:36,000","00:24:37,000",ولا أنت والله
"00:24:37,000","00:24:39,000",أنا كلامي مقنع شوي
"00:24:39,000","00:24:41,000",صح صح صح
"00:24:41,000","00:24:43,000",إنت جاي بقى عامل حسابك على جوازة على طول
"00:24:43,000","00:24:45,000",يعني كانت
"00:24:45,000","00:24:46,000",هذا معصوب
"00:24:46,000","00:24:47,000",ده إيه ده؟
"00:24:48,000","00:24:49,000",يعني إيه؟
"00:24:49,000","00:24:50,000",يعني إنت هتاخد ده
"00:24:50,000","00:24:51,000",وإلا نأكل مع بعض إيش رأيك؟
"00:24:51,000","00:24:53,000",طب إستنى أنا هدق و أديهولك كده كده
"00:24:53,000","00:24:54,000",أوكي نايس
"00:24:55,000","00:24:57,000",هذا إيش بس أنا ما أعرف والله
"00:24:57,000","00:24:58,000",ده موز
"00:24:58,000","00:25:00,000",إيه والجوه موز فيه موز
"00:25:00,000","00:25:02,000",ليل ديه درجة كده ما أعجبك
"00:25:02,000","00:25:03,000",يا أم علي
"00:25:06,000","00:25:08,000",طب إنت دوقت أم علي قبل كده؟
"00:25:08,000","00:25:09,000",إيه كتير
"00:25:10,000","00:25:12,000",هذا أحلى شي صار في حلقة اليوم
"00:25:15,000","00:25:16,000",ماي تايت ما أتاتني واحد
"00:25:16,000","00:25:17,000",تستهل
"00:25:17,000","00:25:19,000",إنتي قلتي ما شعر و مدل فيه أشياء يعني
"00:25:19,000","00:25:20,000",بس إنت كريم عمتاً يعني
"00:25:20,000","00:25:21,000",فدتيني واحد
"00:25:21,000","00:25:22,000",أنا ميني كريم؟
"00:25:22,000","00:25:23,000",إنت كريم في الأرقام
"00:25:24,000","00:25:25,000",يعني الحين ماي تايت بديتك خمسة صح؟
"00:25:25,000","00:25:26,000",أه
"00:25:26,000","00:25:28,000",الرد فلاكز إنتي مرة ضحكتيني
"00:25:28,000","00:25:30,000",أنا شو أنت جاي الكلون؟
"00:25:30,000","00:25:32,000",لا جاي ضحكت يعني حلو
"00:25:32,000","00:25:34,000",الكلام كان الموضوع ضحك يعني و كده
"00:25:34,000","00:25:36,000",إيه الوادينغ مالو؟
"00:25:38,000","00:25:39,000",فدتني
"00:25:39,000","00:25:41,000",سالف مية ألف وتسعمية و سبعة و ستين
"00:25:41,000","00:25:43,000",جبت مني تسعمية و سبعة و ستين
"00:25:43,000","00:25:44,000",بالزكاة كترت
"00:25:44,000","00:25:45,000",كترت
"00:25:45,000","00:25:46,000",كتر
"00:25:46,000","00:25:47,000",كتر الله خيري
"00:25:47,000","00:25:49,000",كتر خيرك فعلاً
"00:25:49,000","00:25:51,000",كتر خيرك إنت هركبت الطيارة
"00:25:51,000","00:25:52,000",وقيت
"00:25:52,000","00:25:53,000",والله أنا بصرت
"00:25:53,000","00:25:54,000",ولبس بابيون
"00:25:54,000","00:25:55,000",كيف بس؟
"00:25:56,000","00:25:57,000",كيف فرحك لما لبس كده دلوقتي؟
"00:25:57,000","00:25:58,000",ثوب
"00:25:58,000","00:25:59,000",ثوب؟
"00:25:59,000","00:26:00,000",آي
"00:26:00,000","00:26:02,000",أيوة صح ما تبقى مع صحابك بقى
"00:26:02,000","00:26:03,000",صحابي الأولاد و عمرو ديافو
"00:26:03,000","00:26:04,000",أيوة و عمرو ديافو
"00:26:04,000","00:26:05,000",هنتجنن عليها كلها
"00:26:05,000","00:26:06,000",وتمرحوسني و
"00:26:06,000","00:26:07,000",عبدالمجيد عبدالله
"00:26:07,000","00:26:08,000",قبل ما يعني
"00:26:08,000","00:26:09,000",لازم تسمعي لازم تسمعي لازم
"00:26:10,000","00:26:11,000",لا تنسوا تعملوا لايك للفيديو ديا
"00:26:11,000","00:26:14,000",وعملوا فاولو البنش سويكل على كل السوشال ميديا بلاتفولب
"00:26:14,000","00:26:16,000",أنت أنا لشان أنت جاي مصر بتاكل أكل سعودي
"00:26:16,000","00:26:17,000",وتنكد علي
"00:26:17,000","00:26:19,000",أنا اتفاجئت أنه هذا فيه
"00:26:19,000","00:26:21,000",أنا ما قلت لك معصوب في واحدة من الاثنين
"00:26:22,000","00:26:23,000",يا ماي تايب يا ويدين
"00:26:23,000","00:26:24,000",قلت لك دلوقتي هنزل معصوب
"00:26:24,000","00:26:25,000",شوف هنزل فقط شي
"00:26:25,000","00:26:27,000",أوه ده اللي أنت قلته هو
"00:26:27,000","00:26:28,000",موز
"00:26:28,000","00:26:30,000",عايز تحط موز في الفرح
"00:26:30,000","00:26:32,000",والله العظيم مرة ما هيكون في الفرح
"00:26:32,000","00:26:33,000",الفرح كبسها
"00:26:33,000","00:26:34,000",فالجزء الرجالي بقى
"00:26:34,000","00:26:36,000",الجزء الرجالي شوف أنا في الرجالي
"00:26:36,000","00:26:37,000",هيك القرارات كلها اللي بيجي
"00:26:37,000","00:26:38,000",كلها اللي بيجي
"00:26:38,000","00:26:40,000",وبعدها نحط الفرح على البلاد
"00:00:00,000","00:00:01,000",آه يعني أنت تخينة شوي؟
"00:00:01,000","00:00:04,000",أنت رود أو بجح أو وقح
"00:00:04,000","00:00:06,000",ده The Blind Date Show
"00:00:06,000","00:00:08,000",ودول اتنين مايعرفوش بعض
"00:00:16,000","00:00:17,000",كل واحد فيهم مش شايف التاني
"00:00:17,000","00:00:19,000",وبينهم الحيطة دي
"00:00:19,000","00:00:22,000",البلاين ديت بتاعنا عبارة عن ثري راونز
"00:00:22,000","00:00:25,000",كل راونز بينزل لهم موضوع لازم يتكلموا فيه
"00:00:25,000","00:00:27,000",المواضيع ديها علاقة بالجواز
"00:00:27,000","00:00:28,000",لبس
"00:00:28,000","00:00:28,000",فلوس
"00:00:28,000","00:00:29,000",شغل
"00:00:29,000","00:00:30,000",وحاجات تانية كتير
"00:00:30,000","00:00:31,000",بعد كل راوند
"00:00:31,000","00:00:33,000",كل واحد بيدي التاني ريتينغ
"00:00:33,000","00:00:36,000",على حسب هم شبه بعض الدي إيه في الراوند دي
"00:00:36,000","00:00:39,000",وفي الآخر قبل ما كل واحد يعرف كان قاعد في ديت مع مين
"00:00:39,000","00:00:41,000",بيقرروا لو هينزلوا ديت تاني ولا لا
"00:00:41,000","00:00:44,000",كتير من تاني
"00:00:59,000","00:00:59,000",هاي
"00:00:59,000","00:01:00,000",هاي
"00:01:00,000","00:01:02,000",وأخيراً قدرت أحكي
"00:01:02,000","00:01:03,000",إزايك؟
"00:01:03,000","00:01:04,000",تمام إزايك أنت؟
"00:01:04,000","00:01:05,000",الأخبار
"00:01:05,000","00:01:07,000",تمام الأخبار عم بقايا؟
"00:01:07,000","00:01:09,000",أنت مش مصري
"00:01:09,000","00:01:10,000",أنا مش مصري
"00:01:11,000","00:01:12,000",منين؟
"00:01:12,000","00:01:14,000",يعني ممكن هيك لقدام أشوف إذا بتحزني
"00:01:14,000","00:01:15,000",هيك؟
"00:01:15,000","00:01:16,000",يبقى لبنان
"00:01:16,000","00:01:16,000",لبناني؟
"00:01:16,000","00:01:17,000",أجل
"00:01:17,000","00:01:18,000",سوريا؟
"00:01:18,000","00:01:19,000",لا
"00:01:19,000","00:01:21,000",أنت برجل إيه طيب؟
"00:01:21,000","00:01:22,000",عذراء
"00:01:23,000","00:01:24,000",العذراء
"00:01:24,000","00:01:24,000",أنت برجل إيه؟
"00:01:24,000","00:01:25,000",الأسد
"00:01:25,000","00:01:28,000",بس هيك فاهمة علي منيها أنا جايب أحكي وأنت فاهمة علي
"00:01:28,000","00:01:29,000",فاللهجة لأسد كمان
"00:01:29,000","00:01:30,000",لماحة
"00:01:31,000","00:01:32,000",برجل إيش؟
"00:01:33,000","00:01:35,000",أنت كمان مش بتركز من أولها؟
"00:01:35,000","00:01:36,000",آه بتخوفي شوي الأسد
"00:01:36,000","00:01:37,000",شوي
"00:01:37,000","00:01:38,000",طيب أنا عايزة أعرف أنت مين بجد
"00:01:38,000","00:01:40,000",مش تونس مش مغرب
"00:01:40,000","00:01:41,000",لا بعيد شوي
"00:01:41,000","00:01:42,000",أردن؟
"00:01:42,000","00:01:43,000",يعني ممكن
"00:01:43,000","00:01:44,000",من أردن؟
"00:01:44,000","00:01:45,000",من الأردن نعم
"00:01:45,000","00:01:46,000",بتعرف إيه أنا اسم الأردن؟
"00:01:46,000","00:01:47,000",لا ما أعرفش
"00:01:47,000","00:01:49,000",ما عم بك سمعتي أنا إيه حدا من الأردن؟
"00:01:49,000","00:01:50,000",لا خالص
"00:01:50,000","00:01:51,000",ما بتعرفيش حاجة عن الأردن؟
"00:01:52,000","00:01:53,000",والله هي مشكلة صراحة
"00:01:53,000","00:01:54,000",آخري حدود مصر
"00:01:54,000","00:01:56,000",طيب أنت عندك كم سنة؟
"00:01:56,000","00:01:57,000",22 وأنت؟
"00:01:57,000","00:01:58,000",آه والله صغيرة
"00:01:58,000","00:01:59,000",أنا 27
"00:01:59,000","00:02:01,000",مش فرق مش كبير يعني
"00:02:01,000","00:02:03,000",حسب الكلام هلأ بيبين معنا
"00:02:03,000","00:02:04,000",أوكي نشوف
"00:02:04,000","00:02:05,000",طيب شو بتدرسين؟
"00:02:05,000","00:02:07,000",أنا في كلية حقوق
"00:02:07,000","00:02:08,000",حقوق وحامية وهيك؟
"00:02:08,000","00:02:09,000",آه عنيدة
"00:02:09,000","00:02:11,000",قانون قضايا ومن بدايتها؟
"00:02:11,000","00:02:13,000",لا مين بيحب المشاكل؟
"00:02:13,000","00:02:15,000",يعني إحنا هنتمشكل من أولها عشان
"00:02:15,000","00:02:16,000",لا لا أبداً
"00:02:16,000","00:02:16,000",آه؟
"00:02:16,000","00:02:17,000",أبداً
"00:02:17,000","00:02:18,000",يعني هتكوني سهلة
"00:02:19,000","00:02:19,000",نعم؟
"00:02:19,000","00:02:21,000",هتكوني سهلة؟
"00:02:21,000","00:02:23,000",لا لا مش هبسهلة برضه
"00:02:23,000","00:02:24,000",طب أنا عندي سؤال
"00:02:24,000","00:02:25,000",أنا مش عارف إيش أناديكي مبدئياً
"00:02:25,000","00:02:27,000",تعالي نختار إيه على أسماء؟
"00:02:27,000","00:02:27,000",حلو
"00:02:27,000","00:02:29,000",بس أسماء أجنبية بقى اللي هو
"00:02:29,000","00:02:29,000",out of the box
"00:02:29,000","00:02:31,000",أنا بحب الأسماء العربية أكتر صراحة
"00:02:31,000","00:02:33,000",طيب خلاص أنت اختار وأنا اختار
"00:02:33,000","00:02:35,000",يعني أنا حاسب ممكن تكوني سارة
"00:02:35,000","00:02:37,000",إنه كانوا يسموني سارة
"00:02:37,000","00:02:37,000",سارة اسم حلو
"00:02:37,000","00:02:38,000",كانوا يسموني اسم أبشع
"00:02:38,000","00:02:39,000",شو اسمه؟
"00:02:39,000","00:02:40,000",أمورة
"00:02:40,000","00:02:40,000",إيه؟
"00:02:40,000","00:02:42,000",كانوا يسموني أمورة
"00:02:42,000","00:02:42,000",أمورة؟
"00:02:42,000","00:02:43,000",أوه
"00:02:44,000","00:02:45,000",وفي اسم أمورة؟
"00:02:45,000","00:02:46,000",أنا بعرف هذا وسط
"00:02:46,000","00:02:48,000",في أمر في أمر في أمورة
"00:02:48,000","00:02:49,000",آه في أمر بس أمورة
"00:02:49,000","00:02:50,000",الحمد لله هم صراحة
"00:02:57,000","00:02:58,000",حسن؟
"00:02:58,000","00:02:59,000",مع أنه بعيد عني شوي بس أوكي
"00:03:01,000","00:03:02,000",لا هاي أول مرة
"00:03:02,000","00:03:03,000",وأنا كمان أول مرة
"00:03:03,000","00:03:04,000",كيف شايف التجربة؟
"00:03:04,000","00:03:06,000",موترة شوي بصراحة
"00:03:06,000","00:03:06,000",بس يعني
"00:03:06,000","00:03:07,000",هي صعبة شوي صح؟
"00:03:07,000","00:03:09,000",بس حسن بدأت أفك شوي بالكلام
"00:03:09,000","00:03:10,000",هنتعود هنتعود
"00:03:10,000","00:03:11,000",يلا هلأ منشوف
"00:03:21,000","00:03:22,000",نزلك إيه؟
"00:03:22,000","00:03:23,000",نزلي مشروم سوب
"00:03:25,000","00:03:25,000",مشروم؟
"00:03:25,000","00:03:26,000",آه
"00:03:26,000","00:03:26,000",تحبين؟
"00:03:26,000","00:03:27,000",الحمد لله
"00:03:27,000","00:03:28,000",لا لا عندي حسية من مشروم
"00:03:28,000","00:03:29,000",عنديك حسية من مشروم؟
"00:03:30,000","00:03:31,000",وأنا ما بأهبهوش كتير بايضا
"00:03:31,000","00:03:32,000",طب تاخد بتاعتي؟
"00:03:32,000","00:03:33,000",إنتي إنتي عنديك إيش؟
"00:03:34,000","00:03:35,000",توميتو سوب
"00:03:35,000","00:03:36,000",لطيف
"00:03:36,000","00:03:37,000",تجربها؟
"00:03:37,000","00:03:38,000",بدل
"00:03:38,000","00:03:39,000",عادي والحساسية بتاعتي؟
"00:03:39,000","00:03:41,000",آه صح نسيت أنا
"00:03:41,000","00:03:41,000",أناني
"00:03:41,000","00:03:42,000",سوري
"00:03:42,000","00:03:43,000",لا مش أناني أنا نسيت
"00:03:43,000","00:03:43,000",يعني عادي
"00:03:43,000","00:03:44,000",طب أدوها و أديها لك
"00:03:44,000","00:03:45,000",مفيش داعي
"00:03:45,000","00:03:46,000",أحرقته ولا إيه؟
"00:03:46,000","00:03:48,000",آه أنا نسيت
"00:03:48,000","00:03:50,000",فحسيت حالي عملت مشكلة كبيرة
"00:03:50,000","00:03:50,000",لا لا لا أبدا
"00:03:50,000","00:03:51,000",مفيش مشكلة
"00:03:51,000","00:03:53,000",إنت شايف السيجمنت اللي عندنا إيه؟
"00:03:53,000","00:03:54,000",dream guy و dream girl
"00:03:54,000","00:03:57,000",احكي لي أكتر عن فتاة أحلامك
"00:03:57,000","00:03:57,000",عارف أن أنتو
"00:03:57,000","00:03:58,000",بتحس إنه ممكن
"00:03:58,000","00:04:00,000",عارف أنا برج العذراء بيكي قوي
"00:04:00,000","00:04:02,000",عنا مشاكل صراحة و عقد نفسية
"00:04:02,000","00:04:03,000",إنت معترف؟
"00:04:03,000","00:04:04,000",عادي كده؟
"00:04:04,000","00:04:04,000",يعني نعم
"00:04:04,000","00:04:05,000",طب جمّل الكلام
"00:04:05,000","00:04:07,000",إنه إحنا برج العذراء شوي صعبين
"00:04:07,000","00:04:08,000",بصريحين
"00:04:08,000","00:04:09,000",هو أنا ما بجامل كمان
"00:04:09,000","00:04:10,000",بس مرات تعمل لي
"00:04:11,000","00:04:12,000",دي حاجة حلوة إنه إنت direct
"00:04:12,000","00:04:14,000",أنا حاسك إنت اللي مش direct
"00:04:14,000","00:04:14,000",أنا مش direct؟
"00:04:14,000","00:04:15,000",تحب تلف و تدوري
"00:04:15,000","00:04:17,000",طب يوليني مش سالكة
"00:04:17,000","00:04:19,000",طيب بتحسي حالك سهلة ولا صعبة؟
"00:04:22,000","00:04:23,000",طيب دي أسألك سؤال
"00:04:23,000","00:04:24,000",إنتي فتاة..
"00:04:25,000","00:04:27,000",أوكي دي أسألك سؤال
"00:04:27,000","00:04:28,000",حكي لي الصفات فتاة أحلامك
"00:04:28,000","00:04:30,000",يكون جدع دي أهم حاجة
"00:04:30,000","00:04:33,000",يكون بيحترمني جداً و يحترم موجودي جداً جداً
"00:04:33,000","00:04:35,000",و يكون بيعرف يعبر عن مشاعره
"00:04:35,000","00:04:36,000",أنا ما أعرف شعاري
"00:04:37,000","00:04:37,000",أنا تتعلم
"00:04:37,000","00:04:39,000",لما الواحد بيأخذ على الإنسان اللي قدامه
"00:04:39,000","00:04:41,000",بيبدأ إنه هو open up أكتر
"00:04:41,000","00:04:42,000",بيشارك أكتر مشاعره
"00:04:42,000","00:04:43,000",آه إنتي بلش تساعديني من هسه
"00:04:43,000","00:04:44,000",هنحاول هنحاول
"00:04:45,000","00:04:46,000",طب إنت كشكل
"00:04:46,000","00:04:48,000",متخيل مثلاً فتاة أحلامك عاملة إزاي؟
"00:04:48,000","00:04:50,000",أنا بحب البنت تكون جميلة
"00:04:50,000","00:04:54,000",خلينا أحكي يعني ما تكون لون شعرها أشجر
"00:04:54,000","00:04:55,000",مثلاً
"00:04:55,000","00:04:56,000",عيون مش ملونين عادي
"00:04:56,000","00:04:58,000",ما أحب العيون مش ملونين
"00:04:59,000","00:04:59,000",بتلعب جيم
"00:05:00,000","00:05:02,000",شخصيتها مرحة وحلوة يعني
"00:05:02,000","00:05:03,000",هيك يعني
"00:05:03,000","00:05:04,000",perfect يعني
"00:05:04,000","00:05:05,000",مش perfect يعني عادي ممكن
"00:05:05,000","00:05:07,000",أنا بالنسبة لي الشخصية مهمة يعني كثير
"00:05:07,000","00:05:08,000",والجمال مهم
"00:05:08,000","00:05:10,000",بس ما بقدر أشيل هاي أو هاي
"00:05:10,000","00:05:11,000",إنتي بتلعب جيم؟
"00:05:11,000","00:05:11,000",قليل قوي
"00:05:11,000","00:05:13,000",تهتمين بنظام الأكل تبعك؟
"00:05:13,000","00:05:14,000",أو الدايت خلينا أحكي
"00:05:14,000","00:05:15,000",بص مش دايماً
"00:05:15,000","00:05:18,000",يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط
"00:05:18,000","00:05:20,000",آه يعني إنتي تخينة شوي؟
"00:05:20,000","00:05:21,000",في مشكلة؟
"00:05:21,000","00:05:22,000",لا لا أنا بس بسألت
"00:05:22,000","00:05:24,000",أنا بشوف نفسي balanced راضية
"00:05:24,000","00:05:26,000",بس أنت يعني جريئ جداً
"00:05:26,000","00:05:28,000",فيه ولد يسأل بنت سؤال زي ده
"00:05:28,000","00:05:29,000",حكيت لك إني أنا صريح
"00:05:29,000","00:05:33,000",صريح بس أنا معرفة واش ولا أعرف أي حاجة عنك
"00:05:33,000","00:05:33,000",بس أنا مش عم بس
"00:05:33,000","00:05:36,000",مش خايف إن أنا مثلاً أحكم عليك إن أنت
"00:05:36,000","00:05:39,000",rude أو بجح أو وكح
"00:05:40,000","00:05:41,000",أنا بمزح
"00:05:41,000","00:05:43,000",بتمزح إيه إنت سألتني إنت تخينة
"00:05:43,000","00:05:44,000",هلأ أسألك سؤال
"00:05:44,000","00:05:47,000",الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟
"00:05:47,000","00:05:48,000",إنت ما كنتش بتمزح دلوقتي
"00:05:48,000","00:05:49,000",ليه؟
"00:05:49,000","00:05:51,000",خلاص نقفل الموضوع ده لو سمحت
"00:05:51,000","00:05:52,000",هاي مشكلة كبيرة صراحة
"00:05:53,000","00:05:55,000",إيش الred flags اللي عندك على الشاب؟
"00:05:55,000","00:05:57,000",إنه حد يعلق على شكل حد
"00:05:57,000","00:05:58,000",أوف
"00:05:58,000","00:06:00,000",طب أنا هذا اللي سويته قبل شوي؟
"00:06:00,000","00:06:01,000",أوه بالزبط
"00:06:01,000","00:06:02,000",بس إنتي فهمتيني غلط
"00:06:02,000","00:06:02,000",ما يصحش
"00:06:02,000","00:06:04,000",لازم تعطيني مجال إني أشرح
"00:06:04,000","00:06:07,000",فكرة البلاين ديت شو إن إحنا نعرف بعد
"00:06:07,000","00:06:08,000",من غير seeing each other
"00:06:08,000","00:06:10,000",فأنت قسرت الموضوع وبوم
"00:06:10,000","00:06:11,000",إنت تخينة؟
"00:06:11,000","00:06:14,000",يا سارة أنا آسف بس يعني ممكن عشان البلاين ديت مش بتعود
"00:06:14,000","00:06:16,000",بدك تمشي لي الموضوع شوي
"00:06:16,000","00:06:17,000",لا خلاص ما فيش مشكلة يا حسن
"00:06:17,000","00:06:19,000",دي green flag أعتذر
"00:06:19,000","00:06:19,000",أكيد؟
"00:06:19,000","00:06:20,000",أيوه
"00:06:20,000","00:06:21,000",يعني أنا مفتش بالred flags
"00:06:21,000","00:06:23,000",نص نص مش قادرة أقول لك أوه
"00:06:23,000","00:06:24,000",هلأ بنصلحها
"00:06:24,000","00:06:25,000",خلاص ونطلع
"00:06:25,000","00:06:27,000",بعدين أنا بلشت أحب مصر يا سارة يعني صراحة
"00:06:27,000","00:06:27,000",بجد؟
"00:06:28,000","00:06:29,000",إيه أكتر حاجة عجبك؟
"00:06:29,000","00:06:30,000",القاهرة بتجنن
"00:06:30,000","00:06:32,000",وناسها بتجننوا
"00:06:32,000","00:06:34,000",طيب يعني ممكن إنتي تحبيبيني أكتر بمصر؟
"00:06:34,000","00:06:35,000",يعني هنشوف الموضوع ده
"00:06:35,000","00:06:36,000",hopefully
"00:06:37,000","00:06:39,000",طيب بقول لك إيه يا سارة
"00:06:39,000","00:06:40,000",نعم يا حسن
"00:06:40,000","00:06:41,000",عطيتني rate منيح؟
"00:06:41,000","00:06:42,000",بصراحة نص نص
"00:06:42,000","00:06:43,000",فيه حاجات اتفقنا فيها
"00:06:43,000","00:06:45,000",وفيه حاجات اختلفنا فيها
"00:06:45,000","00:06:46,000",بس دي أول segment يعني
"00:06:46,000","00:06:48,000",فممكن درجاتك تتحسن على آخر
"00:06:48,000","00:06:50,000",أنا عطيتك rate جيد
"00:06:50,000","00:06:51,000",ماشي أما نشوف
"00:07:01,000","00:07:03,000",أوكي أنا صراحة حاس حاليا شوي
"00:07:03,000","00:07:05,000",عم بكون زنخ شوي
"00:07:05,000","00:07:05,000",بترشيني زنخ؟
"00:07:06,000","00:07:07,000",لا دي كلمة جديدة عليا
"00:07:07,000","00:07:08,000",زنخ يعني بايخ
"00:07:08,000","00:07:09,000",بايخ؟
"00:07:09,000","00:07:10,000",أه
"00:07:10,000","00:07:10,000",معرفوش
"00:07:10,000","00:07:12,000",حسن إني سمعتها من مصري
"00:07:12,000","00:07:14,000",تعرف يا هدا الزنخ تبع الساردين؟
"00:07:14,000","00:07:15,000",بين؟
"00:07:15,000","00:07:16,000",من أ معرفش
"00:07:16,000","00:07:17,000",هو هيك يحكو له زنخ
"00:07:17,000","00:07:19,000",إنه عم بكون تجيل دم شوي
"00:07:19,000","00:07:20,000",نحن عم نحاول نكون متفاهمين مع بعض
"00:07:20,000","00:07:22,000",بتعلم تتكلم على المال
"00:07:23,000","00:07:23,000",والله مهم
"00:07:23,000","00:07:25,000",تخش في المهمة على طول
"00:07:25,000","00:07:26,000",سمعي مهم المصاري صراحة
"00:07:26,000","00:07:28,000",بساعد كثير بأنه يبني شخصية الواحد
"00:07:28,000","00:07:29,000",يبني مستقبله
"00:07:29,000","00:07:32,000",حس إنه لو الإنسان
"00:07:32,000","00:07:34,000",مكفيك مش هتبص للماديات
"00:07:34,000","00:07:36,000",بس كمان الماديات مهمة جداً يعني
"00:07:36,000","00:07:37,000",أكيد ما هي بتساعد برضه
"00:07:37,000","00:07:38,000",بس إنت مثلاً شايف
"00:07:38,000","00:07:40,000",لو إحنا على موعد
"00:07:40,000","00:07:42,000",شايف المفروض مين يتكفل بالموعد
"00:07:42,000","00:07:44,000",يعني أنا بالنسبة إلي أكيد الشاب
"00:07:44,000","00:07:45,000",صراحة
"00:07:45,000","00:07:46,000",أنا بشوف كده برضه
"00:07:46,000","00:07:48,000",بحس إن ده تعبير عن إنه هو
"00:07:48,000","00:07:49,000",شخص مسؤول
"00:07:49,000","00:07:50,000",بس كده كده هعرض
"00:07:50,000","00:07:52,000",وكده كده لازم أرده له في يومها
"00:07:52,000","00:07:53,000",ممكن الأفضل بالنسبة إلي صراحة
"00:07:53,000","00:07:55,000",إنه مثلاً أنا طالعني وياكي ديت
"00:07:55,000","00:07:56,000",أكيد أنا اللي هتدفع
"00:07:56,000","00:07:59,000",بس ممكن أنت يكون في بالك إنه أنا جبتلك هدية
"00:07:59,000","00:08:01,000",لو صغيرة أو معنوية ما عنديش مشكلة
"00:08:01,000","00:08:02,000",بس إنه هاي بشوفها إشي حلو يعني
"00:08:02,000","00:08:03,000",هلأ بالزواج
"00:08:03,000","00:08:05,000",ما بعرف إنتوا عندكم في مصر غير عندنا
"00:08:05,000","00:08:06,000",نص بالنص
"00:08:07,000","00:08:09,000",إحنا عندنا شاب يدفع كل حاجة
"00:08:09,000","00:08:09,000",طب حلو قوي
"00:08:09,000","00:08:10,000",حلو؟
"00:08:10,000","00:08:10,000",برضه
"00:08:10,000","00:08:11,000",أوه والله
"00:08:11,000","00:08:12,000",هسألك سؤالية حسونا
"00:08:12,000","00:08:13,000",آه حسونا حبيت
"00:08:13,000","00:08:14,000",أيوة حسونا
"00:08:14,000","00:08:16,000",والله إحنا عم نوصل مكان حلو صراحة
"00:08:16,000","00:08:16,000",مش حسونا بس
"00:08:17,000","00:08:18,000",كمان؟
"00:08:18,000","00:08:18,000",أي
"00:08:18,000","00:08:20,000",الأقام حتزيد كمان شوي بالراتينغ
"00:08:20,000","00:08:21,000",أوه أنا حس كده برضه
"00:08:21,000","00:08:22,000",أنا انبسطت قوي يعني
"00:08:22,000","00:08:23,000",سأليني أسئلة
"00:08:23,000","00:08:25,000",أنت قلت إنه في الكولتر بتاعت الأردن
"00:08:25,000","00:08:27,000",الولد هو اللي بيشيل الليلة كلها
"00:08:27,000","00:08:30,000",هل بعد كده بقى بعد الزواج
"00:08:30,000","00:08:32,000",الولد برضه بيفضل يشيل الليلة
"00:08:32,000","00:08:34,000",ولا هل بتبدأ بقى الدنيا تتقسم
"00:08:34,000","00:08:35,000",ما بينهم هما الاتنين
"00:08:35,000","00:08:36,000",يعني شوفي فيه ناس
"00:08:36,000","00:08:38,000",تتفق مع بعض إنه لا
"00:08:38,000","00:08:40,000",إحنا بعد الزواج بنصير
"00:08:40,000","00:08:41,000",نتقسم إنت عليك الأكل
"00:08:41,000","00:08:43,000",أنا علي البيت
"00:08:43,000","00:08:45,000",والأولاد ووا ووا ووا
